ZoneSubzone,SS_NoSpace,Species,Suitability
CWHvm2,CWHvm2/11,Ba,3
CWHvm2,CWHvm2/10,Hm,2
CWHvm2,CWHvm2/11,Cw,1
CWHvm2,CWHvm2/11,Yc,1
CWHvm2,CWHvm2/11,Ss,3
CWHvm2,CWHvm2/11,Hm,3
CWHvm2,CWHvm2/11,Hw,3
CWHvm2,CWHvm2/02,Pl,1
CWHvm2,CWHvm2/02,Cw,2
CWHvm2,CWHvm2/02,Yc,2
CWHvm2,CWHvm2/02,Hm,3
CWHvm2,CWHvm2/02,Hw,2
CWHvm2,CWHvm2/03,Cw,1
CWHvm2,CWHvm2/01,Ba,1
CWHvm2,CWHvm2/01,Fd,1
CWHvm2,CWHvm2/01,Hw,1
CWHvm2,CWHvm2/01,Cw,2
CWHvm2,CWHvm2/01,Ss,2
CWHvm2,CWHvm2/01,Yc,2
CWHvm2,CWHvm2/01,Hm,3
CWHvm2,CWHvm2/02,Pl,1
CWHvm2,CWHvm2/02,Cw,2
CWHvm2,CWHvm2/02,Fd,2
CWHvm2,CWHvm2/02,Hw,2
CWHvm2,CWHvm2/02,Yc,2
CWHvm2,CWHvm2/02,Hm,3
CWHvm2,CWHvm2/03,Cw,1
CWHvm2,CWHvm2/03,Hw,1
CWHvm2,CWHvm2/03,Fd,2
CWHvm2,CWHvm2/03,Yc,2
CWHvm2,CWHvm2/03,Hm,3
CWHvm2,CWHvm2/03,Pl,3
CWHvm2,CWHvm2/03,Pw,3
CWHvm2,CWHvm2/04,Cw,1
CWHvm2,CWHvm2/04,Hw,1
CWHvm2,CWHvm2/04,Ba,2
CWHvm2,CWHvm2/04,Fd,2
CWHvm2,CWHvm2/04,Yc,2
CWHvm2,CWHvm2/04,Hm,3
CWHvm2,CWHvm2/04,Pw,3
CWHvm2,CWHvm2/04,Ss,3
CWHvm2,CWHvm2/05,Ba,1
CWHvm2,CWHvm2/05,Cw,1
CWHvm2,CWHvm2/05,Fd,1
CWHvm2,CWHvm2/05,Hw,2
CWHvm2,CWHvm2/05,Ss,2
CWHvm2,CWHvm2/05,Yc,2
CWHvm2,CWHvm2/05,Hm,3
CWHvm2,CWHvm2/06,Ba,1
CWHvm2,CWHvm2/06,Cw,1
CWHvm2,CWHvm2/06,Fd,1
CWHvm2,CWHvm2/06,Hw,1
CWHvm2,CWHvm2/06,Yc,2
CWHvm2,CWHvm2/06,Hm,3
CWHvm2,CWHvm2/06,Ss,3
CWHvm2,CWHvm2/07,Ba,1
CWHvm2,CWHvm2/07,Cw,1
CWHvm2,CWHvm2/07,Fd,1
CWHvm2,CWHvm2/07,Hw,2
CWHvm2,CWHvm2/07,Ss,2
CWHvm2,CWHvm2/07,Yc,2
CWHvm2,CWHvm2/07,Hm,3
CWHvm2,CWHvm2/08,Ba,1
CWHvm2,CWHvm2/08,Cw,1
CWHvm2,CWHvm2/08,Hw,2
CWHvm2,CWHvm2/08,Ss,2
CWHvm2,CWHvm2/08,Yc,2
CWHvm2,CWHvm2/08,Hm,3
CWHvm2,CWHvm2/09,Ba,1
CWHvm2,CWHvm2/09,Cw,1
CWHvm2,CWHvm2/09,Hw,1
CWHvm2,CWHvm2/09,Yc,1
CWHvm2,CWHvm2/09,Hm,2
CWHvm2,CWHvm2/09,Pl,3
CWHvm2,CWHvm2/10,Pl,1
CWHvm2,CWHvm2/10,Yc,1
CWHvm2,CWHvm2/10,Hm,2
CWHvm2,CWHvm2/11,Cw,1
CWHvm2,CWHvm2/11,Yc,1
CWHvm2,CWHvm2/11,Hm,3
CWHvm2,CWHvm2/11,Hw,3
CWHvm2,CWHvm2/11,Ss,3
CWHwh2,CWHwh2/101,Hw,1
CWHwh2,CWHwh2/101,Yc,1
CWHwh2,CWHwh2/101,Cw,2
CWHwh2,CWHwh2/101,Ss,2
CWHwh2,CWHwh2/101,Hm,3
CWHwh2,CWHwh2/101c,Hw,1
CWHwh2,CWHwh2/101c,Yc,1
CWHwh2,CWHwh2/101c,Cw,2
CWHwh2,CWHwh2/101c,Hm,3
CWHwh2,CWHwh2/101c,Ss,3
CWHwh2,CWHwh2/110,Hw,1
CWHwh2,CWHwh2/110,Yc,1
CWHwh2,CWHwh2/110,Cw,2
CWHwh2,CWHwh2/110,Ss,2
CWHwh2,CWHwh2/110,Hm,3
CWHwh2,CWHwh2/112a,Hw,1
CWHwh2,CWHwh2/112a,Yc,1
CWHwh2,CWHwh2/112a,Cw,2
CWHwh2,CWHwh2/112a,Ss,2
CWHwh2,CWHwh2/112a,Hm,3
CWHwh2,CWHwh2/111,Yc,1
CWHwh2,CWHwh2/111,Hm,2
CWHwh2,CWHwh2/111,Hw,2
CWHwh2,CWHwh2/111,Cw,3
CWHwh2,CWHwh2/111,Ss,3
CWHwh2,CWHwh2/112b,Yc,1
CWHwh2,CWHwh2/112b,Cw,2
CWHwh2,CWHwh2/112b,Hw,2
CWHwh2,CWHwh2/112b,Ss,2
CWHwh2,CWHwh2/112b,Hm,3
CWHwm,CWHwm/31,NS,1
CWHwm,CWHwm/31,NS,1
CWHwm,CWHwm/31,NS,1
CWHwm,CWHwm/31,NS,1
CWHwm,CWHwm/32,NS,1
CWHwm,CWHwm/32,NS,1
CWHwm,CWHwm/32,NS,1
CWHwm,CWHwm/32,NS,1
CWHwm,CWHwm/51,NS,1
CWHwm,CWHwm/51,NS,1
CWHwm,CWHwm/51,NS,1
CWHwm,CWHwm/51,NS,1
CWHwm,CWHwm/01,Dr,3
CWHwm,CWHwm/01,Hw,1
CWHwm,CWHwm/01,Ss,1
CWHwm,CWHwm/01,Ba,2
CWHwm,CWHwm/01,Cw,2
CWHwm,CWHwm/01,Hm,2
CWHwm,CWHwm/01,Yc,3
CWHwm,CWHwm/02,Dr,3
CWHwm,CWHwm/02,Hw,1
CWHwm,CWHwm/02,Pl,1
CWHwm,CWHwm/02,Cw,2
CWHwm,CWHwm/02,Hm,2
CWHwm,CWHwm/02,Ss,3
CWHwm,CWHwm/03,Act,3
CWHwm,CWHwm/03,Dr,3
CWHwm,CWHwm/03,Ss,1
CWHwm,CWHwm/03,Ba,2
CWHwm,CWHwm/03,Cw,2
CWHwm,CWHwm/03,Hw,2
CWHwm,CWHwm/03,Yc,3
CWHwm,CWHwm/04,Act,3
CWHwm,CWHwm/04,Dr,3
CWHwm,CWHwm/04,Ss,1
CWHwm,CWHwm/04,Ba,2
CWHwm,CWHwm/04,Cw,2
CWHwm,CWHwm/04,Hw,2
CWHwm,CWHwm/04,Yc,3
CWHwm,CWHwm/05,Act,3
CWHwm,CWHwm/05,Dr,3
CWHwm,CWHwm/05,Ss,1
CWHwm,CWHwm/05,Ba,2
CWHwm,CWHwm/05,Cw,2
CWHwm,CWHwm/05,Hw,2
CWHwm,CWHwm/06,Act,3
CWHwm,CWHwm/06,Dr,3
CWHwm,CWHwm/06,Ba,2
CWHwm,CWHwm/06,Cw,2
CWHwm,CWHwm/06,Ss,2
CWHwm,CWHwm/08,Cw,2
CWHwm,CWHwm/08,Yc,2
CWHwm,CWHwm/08,Pl,2
CWHwm,CWHwm/08,Hm,2
CWHwm,CWHwm/08,Dr,3
CWHwm,CWHwm/08,Act,3
CWHwm,CWHwm/08,Hw,1
CWHwm,CWHwm/09,Act,3
CWHwm,CWHwm/09,Dr,3
CWHwm,CWHwm/09,Ss,1
CWHwm,CWHwm/09,Cw,2
CWHwm,CWHwm/09,Hw,2
CWHwm,CWHwm/09,Yc,2
CWHwm,CWHwm/09,Hm,3
CWHwm,CWHwm/10,Pl,1
CWHwm,CWHwm/10,Yc,1
CWHwm,CWHwm/10,Cw,2
CWHwm,CWHwm/10,Hw,3
CWHws1,CWHws1/09,Act,3
CWHws1,CWHws1/09,Dr,3
CWHws1,CWHws1/31,NS,1
CWHws1,CWHws1/31,NS,1
CWHws1,CWHws1/31,NS,1
CWHws1,CWHws1/31,NS,1
CWHws1,CWHws1/32,NS,1
CWHws1,CWHws1/32,NS,1
CWHws1,CWHws1/32,NS,1
CWHws1,CWHws1/32,NS,1
CWHws1,CWHws1/01,Dr,3
CWHws1,CWHws1/01,Ba,1
CWHws1,CWHws1/01,Cw,2
CWHws1,CWHws1/01,Hw,2
CWHws1,CWHws1/01,Pl,2
CWHws1,CWHws1/01,Sxs,2
CWHws1,CWHws1/02,Pl,1
CWHws1,CWHws1/02,Hw,2
CWHws1,CWHws1/02,Cw,3
CWHws1,CWHws1/03,Hw,1
CWHws1,CWHws1/03,Pl,1
CWHws1,CWHws1/03,Cw,2
CWHws1,CWHws1/03,Ba,3
CWHws1,CWHws1/04,Act,3
CWHws1,CWHws1/04,Dr,3
CWHws1,CWHws1/04,Ba,1
CWHws1,CWHws1/04,Cw,1
CWHws1,CWHws1/04,Hw,2
CWHws1,CWHws1/04,Sxs,2
CWHws1,CWHws1/04,Pl,3
CWHws1,CWHws1/05,Dr,3
CWHws1,CWHws1/05,Ba,1
CWHws1,CWHws1/05,Cw,1
CWHws1,CWHws1/05,Hw,2
CWHws1,CWHws1/05,Sxs,2
CWHws1,CWHws1/06,Act,3
CWHws1,CWHws1/06,Dr,3
CWHws1,CWHws1/06,Ba,1
CWHws1,CWHws1/06,Cw,1
CWHws1,CWHws1/06,Hw,2
CWHws1,CWHws1/06,Sxs,2
CWHws1,CWHws1/07,Act,3
CWHws1,CWHws1/07,Dr,3
CWHws1,CWHws1/07,Ba,1
CWHws1,CWHws1/07,Cw,1
CWHws1,CWHws1/07,Sxs,2
CWHws1,CWHws1/07,Hw,3
CWHws1,CWHws1/08,Act,3
CWHws1,CWHws1/08,Dr,3
CWHws1,CWHws1/08,Ba,2
CWHws1,CWHws1/08,Cw,2
CWHws1,CWHws1/08,Sxs,2
CWHws1,CWHws1/08,Hw,3
CWHws1,CWHws1/10,Pl,1
CWHws1,CWHws1/10,Cw,3
CWHws1,CWHws1/10,Hw,3
CWHws1,CWHws1/11,Act,3
CWHws1,CWHws1/11,Dr,3
CWHws1,CWHws1/11,Cw,1
CWHws1,CWHws1/11,Sxs,2
CWHws1,CWHws1/11,Ba,3
CWHws1,CWHws1/11,Hw,3
CWHws2,CWHws2/09,Act,3
CWHws2,CWHws2/09,Dr,3
CWHws2,CWHws2/31,NS,1
CWHws2,CWHws2/31,NS,1
CWHws2,CWHws2/31,NS,1
CWHws2,CWHws2/31,NS,1
CWHws2,CWHws2/32,NS,1
CWHws2,CWHws2/32,NS,1
CWHws2,CWHws2/32,NS,1
CWHws2,CWHws2/32,NS,1
CWHws2,CWHws2/51,NS,1
CWHws2,CWHws2/51,NS,1
CWHws2,CWHws2/51,NS,1
CWHws2,CWHws2/51,NS,1
CWHws2,CWHws2/01,Dr,3
CWHws2,CWHws2/01,Ba,1
CWHws2,CWHws2/01,Bl,2
CWHws2,CWHws2/01,Cw,2
CWHws2,CWHws2/01,Hw,2
CWHws2,CWHws2/01,Pl,2
CWHws2,CWHws2/01,Sxs,2
CWHws2,CWHws2/01,Hm,3
CWHws2,CWHws2/02,Pl,1
CWHws2,CWHws2/02,Cw,3
CWHws2,CWHws2/02,Hm,3
CWHws2,CWHws2/02,Hw,3
CWHws2,CWHws2/03,Dr,3
CWHws2,CWHws2/03,Hw,1
CWHws2,CWHws2/03,Pl,1
CWHws2,CWHws2/03,Cw,2
CWHws2,CWHws2/03,Ba,3
CWHws2,CWHws2/03,Hm,3
CWHws2,CWHws2/04,Act,3
CWHws2,CWHws2/04,Dr,3
CWHws2,CWHws2/04,Ba,1
CWHws2,CWHws2/04,Bl,2
CWHws2,CWHws2/04,Cw,2
CWHws2,CWHws2/04,Hw,2
CWHws2,CWHws2/04,Sxs,2
CWHws2,CWHws2/04,Hm,3
CWHws2,CWHws2/05,Dr,3
CWHws2,CWHws2/05,Ba,1
CWHws2,CWHws2/05,Bl,2
CWHws2,CWHws2/05,Cw,2
CWHws2,CWHws2/05,Hw,2
CWHws2,CWHws2/05,Sxs,2
CWHws2,CWHws2/06,Act,3
CWHws2,CWHws2/06,Dr,3
CWHws2,CWHws2/06,Ba,1
CWHws2,CWHws2/06,Bl,2
CWHws2,CWHws2/06,Cw,2
CWHws2,CWHws2/06,Hw,2
CWHws2,CWHws2/06,Sxs,2
CWHws2,CWHws2/07,Act,3
CWHws2,CWHws2/07,Dr,3
CWHws2,CWHws2/07,Ba,1
CWHws2,CWHws2/07,Bl,2
CWHws2,CWHws2/07,Cw,2
CWHws2,CWHws2/07,Sxs,2
CWHws2,CWHws2/07,Hw,3
CWHws2,CWHws2/08,Act,3
CWHws2,CWHws2/08,Dr,3
CWHws2,CWHws2/08,Ba,2
CWHws2,CWHws2/08,Bl,2
CWHws2,CWHws2/08,Cw,2
CWHws2,CWHws2/08,Sxs,2
CWHws2,CWHws2/08,Hw,3
CWHws2,CWHws2/10,Pl,1
CWHws2,CWHws2/10,Cw,3
CWHws2,CWHws2/10,Hm,3
CWHws2,CWHws2/10,Hw,3
CWHws2,CWHws2/11,Act,3
CWHws2,CWHws2/11,Dr,3
CWHws2,CWHws2/11,Cw,1
CWHws2,CWHws2/11,Sxs,2
CWHws2,CWHws2/11,Ba,3
CWHws2,CWHws2/11,Hw,3
CWHws2,CWHws2/09,Act,3
CWHws2,CWHws2/09,Dr,3
CWHws2,CWHws2/09,Ep,3
CWHws2,CWHws2/01,Act,3
CWHws2,CWHws2/01,Dr,3
CWHws2,CWHws2/01,Ep,3
CWHws2,CWHws2/01,Ba,1
CWHws2,CWHws2/01,Bl,1
CWHws2,CWHws2/01,Hw,1
CWHws2,CWHws2/01,Cw,2
CWHws2,CWHws2/01,Pl,2
CWHws2,CWHws2/01,Sxs,2
CWHws2,CWHws2/01,Hm,3
CWHws2,CWHws2/02,Ep,3
CWHws2,CWHws2/02,Pl,1
CWHws2,CWHws2/02,Cw,3
CWHws2,CWHws2/02,Hw,3
CWHws2,CWHws2/03,Act,3
CWHws2,CWHws2/03,Dr,3
CWHws2,CWHws2/03,Ep,3
CWHws2,CWHws2/03,Fd,1
CWHws2,CWHws2/03,Hw,1
CWHws2,CWHws2/03,Pl,1
CWHws2,CWHws2/03,Cw,2
CWHws2,CWHws2/03,Hm,3
CWHws2,CWHws2/04,Act,3
CWHws2,CWHws2/04,Dr,3
CWHws2,CWHws2/04,Ep,3
CWHws2,CWHws2/04,Ba,1
CWHws2,CWHws2/04,Bl,1
CWHws2,CWHws2/04,Cw,1
CWHws2,CWHws2/04,Hw,2
CWHws2,CWHws2/04,Sxs,2
CWHws2,CWHws2/04,Hm,3
CWHws2,CWHws2/05,Act,3
CWHws2,CWHws2/05,Dr,3
CWHws2,CWHws2/05,Ep,3
CWHws2,CWHws2/05,Ba,1
CWHws2,CWHws2/05,Cw,1
CWHws2,CWHws2/05,Hw,1
CWHws2,CWHws2/05,Bl,2
CWHws2,CWHws2/05,Sxs,3
CWHws2,CWHws2/06,Act,3
CWHws2,CWHws2/06,Dr,3
CWHws2,CWHws2/06,Ep,3
CWHws2,CWHws2/06,Ba,1
CWHws2,CWHws2/06,Bl,1
CWHws2,CWHws2/06,Cw,1
CWHws2,CWHws2/06,Hw,2
CWHws2,CWHws2/06,Sxs,2
CWHws2,CWHws2/07,Act,2
CWHws2,CWHws2/07,Dr,2
CWHws2,CWHws2/07,Ep,3
CWHws2,CWHws2/07,Ba,1
CWHws2,CWHws2/07,Cw,1
CWHws2,CWHws2/07,Bl,2
CWHws2,CWHws2/07,Hw,2
CWHws2,CWHws2/07,Sxs,2
CWHws2,CWHws2/08,Act,2
CWHws2,CWHws2/08,Dr,2
CWHws2,CWHws2/08,Ep,3
CWHws2,CWHws2/08,Ba,2
CWHws2,CWHws2/08,Bl,2
CWHws2,CWHws2/08,Cw,2
CWHws2,CWHws2/08,Sxs,2
CWHws2,CWHws2/10,Ep,3
CWHws2,CWHws2/10,Pl,1
CWHws2,CWHws2/10,Cw,3
CWHws2,CWHws2/11,Act,3
CWHws2,CWHws2/11,Dr,3
CWHws2,CWHws2/11,Ep,3
CWHws2,CWHws2/11,Cw,1
CWHws2,CWHws2/11,Sxs,2
CWHws2,CWHws2/11,Ba,3
CWHws2,CWHws2/11,Hw,3
CWHxm1,CWHxm1/10,Act,3
CWHxm1,CWHxm1/10,Dr,3
CWHxm1,CWHxm1/10,Ep,3
CWHxm1,CWHxm1/10,Mb,3
CWHxm1,CWHxm1/01,Dr,2
CWHxm1,CWHxm1/01,Ep,2
CWHxm1,CWHxm1/01,Mb,3
CWHxm1,CWHxm1/01,Ra,2
CWHxm1,CWHxm1/01,Fd,1
CWHxm1,CWHxm1/01,Hw,2
CWHxm1,CWHxm1/01,Cw,3
CWHxm1,CWHxm1/01,Pw,3
CWHxm1,CWHxm1/02,Qg,3
CWHxm1,CWHxm1/02,Ra,2
CWHxm1,CWHxm1/02,Pl,1
CWHxm1,CWHxm1/02,Fd,2
CWHxm1,CWHxm1/03,Act,3
CWHxm1,CWHxm1/03,Dr,3
CWHxm1,CWHxm1/03,Ep,3
CWHxm1,CWHxm1/03,Mb,3
CWHxm1,CWHxm1/03,Ra,2
CWHxm1,CWHxm1/03,Fd,1
CWHxm1,CWHxm1/03,Pl,2
CWHxm1,CWHxm1/03,Cw,3
CWHxm1,CWHxm1/03,Hw,3
CWHxm1,CWHxm1/04,Act,3
CWHxm1,CWHxm1/04,Dr,3
CWHxm1,CWHxm1/04,Ep,3
CWHxm1,CWHxm1/04,Mb,3
CWHxm1,CWHxm1/04,Fd,1
CWHxm1,CWHxm1/04,Cw,3
CWHxm1,CWHxm1/04,Pw,3
CWHxm1,CWHxm1/05,Act,2
CWHxm1,CWHxm1/05,Dr,2
CWHxm1,CWHxm1/05,Ep,2
CWHxm1,CWHxm1/05,Mb,3
CWHxm1,CWHxm1/05,Cw,1
CWHxm1,CWHxm1/05,Fd,1
CWHxm1,CWHxm1/05,Bg,3
CWHxm1,CWHxm1/05,Hw,3
CWHxm1,CWHxm1/05,Pw,3
CWHxm1,CWHxm1/06,Act,3
CWHxm1,CWHxm1/06,Dr,2
CWHxm1,CWHxm1/06,Ep,2
CWHxm1,CWHxm1/06,Mb,3
CWHxm1,CWHxm1/06,Cw,1
CWHxm1,CWHxm1/06,Hw,1
CWHxm1,CWHxm1/06,Fd,2
CWHxm1,CWHxm1/06,Bg,3
CWHxm1,CWHxm1/07,Act,2
CWHxm1,CWHxm1/07,Dr,2
CWHxm1,CWHxm1/07,Ep,2
CWHxm1,CWHxm1/07,Mb,2
CWHxm1,CWHxm1/07,Bg,1
CWHxm1,CWHxm1/07,Cw,1
CWHxm1,CWHxm1/07,Fd,1
CWHxm1,CWHxm1/07,Hw,3
CWHxm1,CWHxm1/08,Act,2
CWHxm1,CWHxm1/08,Dr,2
CWHxm1,CWHxm1/08,Ep,2
CWHxm1,CWHxm1/08,Mb,2
CWHxm1,CWHxm1/08,Bg,1
CWHxm1,CWHxm1/08,Cw,1
CWHxm1,CWHxm1/08,Ss,1
CWHxm1,CWHxm1/09,Act,2
CWHxm1,CWHxm1/09,Dr,2
CWHxm1,CWHxm1/09,Ep,2
CWHxm1,CWHxm1/09,Mb,2
CWHxm1,CWHxm1/09,Bg,2
CWHxm1,CWHxm1/09,Cw,2
CWHxm1,CWHxm1/11,Pl,1
CWHxm1,CWHxm1/11,Cw,3
CWHxm1,CWHxm1/12,Act,3
CWHxm1,CWHxm1/12,Dr,3
CWHxm1,CWHxm1/12,Ep,3
CWHxm1,CWHxm1/12,Mb,3
CWHxm1,CWHxm1/12,Cw,1
CWHxm1,CWHxm1/12,Hw,3
CWHxm1,CWHxm1/12,Pw,3
CWHxm1,CWHxm1/12,Ss,3
CWHxm1,CWHxm1/13,Act,2
CWHxm1,CWHxm1/13,Dr,2
CWHxm1,CWHxm1/13,Ep,2
CWHxm1,CWHxm1/13,Mb,2
CWHxm1,CWHxm1/13,Bg,1
CWHxm1,CWHxm1/13,Cw,1
CWHxm1,CWHxm1/13,Fd,2
CWHxm1,CWHxm1/14,Act,2
CWHxm1,CWHxm1/14,Dr,2
CWHxm1,CWHxm1/14,Ep,2
CWHxm1,CWHxm1/14,Mb,2
CWHxm1,CWHxm1/14,Bg,1
CWHxm1,CWHxm1/14,Cw,1
CWHxm1,CWHxm1/15,Act,3
CWHxm1,CWHxm1/15,Dr,3
CWHxm1,CWHxm1/15,Ep,3
CWHxm1,CWHxm1/15,Mb,3
CWHxm1,CWHxm1/15,Cw,1
CWHxm2,CWHxm2/10,Act,3
CWHxm2,CWHxm2/10,Dr,3
CWHxm2,CWHxm2/10,Ep,3
CWHxm2,CWHxm2/10,Mb,3
CWHxm2,CWHxm2/01,Dr,2
CWHxm2,CWHxm2/01,Ep,2
CWHxm2,CWHxm2/01,Mb,3
CWHxm2,CWHxm2/01,Ra,2
CWHxm2,CWHxm2/01,Fd,1
CWHxm2,CWHxm2/01,Hw,2
CWHxm2,CWHxm2/01,Cw,3
CWHxm2,CWHxm2/01,Pw,3
CWHxm2,CWHxm2/02,Qg,3
CWHxm2,CWHxm2/02,Ra,2
CWHxm2,CWHxm2/02,Pl,1
CWHxm2,CWHxm2/02,Fd,2
CWHxm2,CWHxm2/03,Act,3
CWHxm2,CWHxm2/03,Dr,3
CWHxm2,CWHxm2/03,Ep,3
CWHxm2,CWHxm2/03,Mb,3
CWHxm2,CWHxm2/03,Ra,2
CWHxm2,CWHxm2/03,Fd,1
CWHxm2,CWHxm2/03,Pl,2
CWHxm2,CWHxm2/03,Cw,3
CWHxm2,CWHxm2/03,Hw,3
CWHxm2,CWHxm2/04,Act,3
CWHxm2,CWHxm2/04,Dr,3
CWHxm2,CWHxm2/04,Ep,3
CWHxm2,CWHxm2/04,Mb,3
CWHxm2,CWHxm2/04,Fd,1
CWHxm2,CWHxm2/04,Cw,3
CWHxm2,CWHxm2/04,Pw,3
CWHxm2,CWHxm2/05,Act,2
CWHxm2,CWHxm2/05,Dr,2
CWHxm2,CWHxm2/05,Ep,2
CWHxm2,CWHxm2/05,Mb,3
CWHxm2,CWHxm2/05,Cw,1
CWHxm2,CWHxm2/05,Fd,1
CWHxm2,CWHxm2/05,Bg,3
CWHxm2,CWHxm2/05,Hw,3
CWHxm2,CWHxm2/05,Pw,3
CWHxm2,CWHxm2/06,Act,3
CWHxm2,CWHxm2/06,Dr,2
CWHxm2,CWHxm2/06,Ep,2
CWHxm2,CWHxm2/06,Mb,3
CWHxm2,CWHxm2/06,Cw,1
CWHxm2,CWHxm2/06,Hw,1
CWHxm2,CWHxm2/06,Fd,2
CWHxm2,CWHxm2/06,Bg,3
CWHxm2,CWHxm2/07,Act,2
CWHxm2,CWHxm2/07,Dr,2
CWHxm2,CWHxm2/07,Ep,2
CWHxm2,CWHxm2/07,Mb,2
CWHxm2,CWHxm2/07,Bg,1
CWHxm2,CWHxm2/07,Cw,1
CWHxm2,CWHxm2/07,Fd,1
CWHxm2,CWHxm2/07,Hw,3
CWHxm2,CWHxm2/08,Act,2
CWHxm2,CWHxm2/08,Dr,2
CWHxm2,CWHxm2/08,Ep,2
CWHxm2,CWHxm2/08,Mb,2
CWHxm2,CWHxm2/08,Bg,1
CWHxm2,CWHxm2/08,Cw,1
CWHxm2,CWHxm2/08,Ss,1
CWHxm2,CWHxm2/09,Act,2
CWHxm2,CWHxm2/09,Dr,2
CWHxm2,CWHxm2/09,Ep,2
CWHxm2,CWHxm2/09,Mb,2
CWHxm2,CWHxm2/09,Bg,2
CWHxm2,CWHxm2/09,Cw,2
CWHxm2,CWHxm2/11,Pl,1
CWHxm2,CWHxm2/11,Cw,3
CWHxm2,CWHxm2/12,Act,3
CWHxm2,CWHxm2/12,Dr,3
CWHxm2,CWHxm2/12,Ep,3
CWHxm2,CWHxm2/12,Mb,3
CWHxm2,CWHxm2/12,Cw,1
CWHxm2,CWHxm2/12,Hw,3
CWHxm2,CWHxm2/12,Pw,3
CWHxm2,CWHxm2/12,Ss,3
CWHxm2,CWHxm2/13,Act,2
CWHxm2,CWHxm2/13,Dr,2
CWHxm2,CWHxm2/13,Ep,2
CWHxm2,CWHxm2/13,Mb,2
CWHxm2,CWHxm2/13,Bg,1
CWHxm2,CWHxm2/13,Cw,1
CWHxm2,CWHxm2/13,Fd,2
CWHxm2,CWHxm2/14,Act,2
CWHxm2,CWHxm2/14,Dr,2
CWHxm2,CWHxm2/14,Ep,2
CWHxm2,CWHxm2/14,Mb,2
CWHxm2,CWHxm2/14,Bg,1
CWHxm2,CWHxm2/14,Cw,1
CWHxm2,CWHxm2/15,Act,3
CWHxm2,CWHxm2/15,Dr,3
CWHxm2,CWHxm2/15,Ep,3
CWHxm2,CWHxm2/15,Mb,3
CWHxm2,CWHxm2/15,Cw,1
ESSFdc1,ESSFdc1/101,Se,1
ESSFdc1,ESSFdc1/101,Bl,2
ESSFdc1,ESSFdc1/101,Pl,2
ESSFdc1,ESSFdc1/102,Pl,1
ESSFdc1,ESSFdc1/102,Se,2
ESSFdc1,ESSFdc1/102,Bl,3
ESSFdc1,ESSFdc1/102,Pa,3
ESSFdc1,ESSFdc1/103,Pl,1
ESSFdc1,ESSFdc1/103,Se,2
ESSFdc1,ESSFdc1/103,Bl,3
ESSFdc1,ESSFdc1/103,Pa,3
ESSFdc1,ESSFdc1/104,Pl,1
ESSFdc1,ESSFdc1/104,Se,1
ESSFdc1,ESSFdc1/104,Bl,2
ESSFdc1,ESSFdc1/110,Bl,1
ESSFdc1,ESSFdc1/110,Se,1
ESSFdc1,ESSFdc1/111,Bl,1
ESSFdc1,ESSFdc1/111,Se,1
ESSFdc1,ESSFdc1/112,Bl,1
ESSFdc1,ESSFdc1/112,Se,1
ESSFdc2,ESSFdc2/02,Pl,1
ESSFdc2,ESSFdc2/02,Bl,3
ESSFdc2,ESSFdc2/02,Se,3
ESSFdc2,ESSFdc2/09,NS,1
ESSFdc2,ESSFdc2/09,NS,1
ESSFdc2,ESSFdc2/09,NS,1
ESSFdc2,ESSFdc2/09,NS,1
ESSFdc2,ESSFdc2/01,Pl,1
ESSFdc2,ESSFdc2/01,Se,1
ESSFdc2,ESSFdc2/01,Bl,2
ESSFdc2,ESSFdc2/03,Pl,1
ESSFdc2,ESSFdc2/03,Bl,3
ESSFdc2,ESSFdc2/03,Pa,3
ESSFdc2,ESSFdc2/03,Se,3
ESSFdc2,ESSFdc2/04,Pl,1
ESSFdc2,ESSFdc2/04,Bl,3
ESSFdc2,ESSFdc2/04,Se,3
ESSFdc2,ESSFdc2/05,Pl,1
ESSFdc2,ESSFdc2/05,Se,1
ESSFdc2,ESSFdc2/05,Bl,2
ESSFdc2,ESSFdc2/06,Pl,1
ESSFdc2,ESSFdc2/06,Se,1
ESSFdc2,ESSFdc2/06,Bl,2
ESSFdc2,ESSFdc2/07,Pl,1
ESSFdc2,ESSFdc2/07,Se,1
ESSFdc2,ESSFdc2/07,Bl,2
ESSFdc2,ESSFdc2/08,Pl,1
ESSFdc2,ESSFdc2/08,Se,1
ESSFdc2,ESSFdc2/08,Bl,2
ESSFdc2,ESSFdc2/01,Lw,3
ESSFdc2,ESSFdc2/03,Lw,3
ESSFdc2,ESSFdc2/06,Lw,3
ESSFdc2,ESSFdc2/02,Pl,1
ESSFdc2,ESSFdc2/02,Bl,3
ESSFdc2,ESSFdc2/02,Se,3
ESSFdc2,ESSFdc2/09,NS,1
ESSFdc2,ESSFdc2/09,NS,1
ESSFdc2,ESSFdc2/09,NS,1
ESSFdc2,ESSFdc2/09,NS,1
ESSFdc2,ESSFdc2/01,Pl,1
ESSFdc2,ESSFdc2/01,Se,1
ESSFdc2,ESSFdc2/01,Bl,2
ESSFdc2,ESSFdc2/03,Pl,1
ESSFdc2,ESSFdc2/03,Bl,3
ESSFdc2,ESSFdc2/03,Pa,3
ESSFdc2,ESSFdc2/03,Se,3
ESSFdc2,ESSFdc2/04,Pl,1
